frame,stage,timestamp_ms
355,frame:in,1.7598e+12
355,frame:out,1.7598e+12
356,frame:in,1.7598e+12
356,frame:out,1.7598e+12
357,frame:in,1.7598e+12
357,frame:out,1.7598e+12
358,frame:in,1.7598e+12
358,frame:out,1.7598e+12
359,frame:in,1.7598e+12
359,frame:out,1.7598e+12
360,frame:in,1.7598e+12
360,frame:out,1.7598e+12
361,frame:in,1.7598e+12
361,frame:out,1.7598e+12
362,frame:in,1.7598e+12
362,frame:out,1.7598e+12
363,frame:in,1.7598e+12
363,frame:out,1.7598e+12
364,frame:in,1.7598e+12
364,frame:out,1.7598e+12
365,frame:in,1.7598e+12
365,frame:out,1.7598e+12
366,frame:in,1.7598e+12
366,frame:out,1.7598e+12
367,frame:in,1.7598e+12
367,frame:out,1.7598e+12
368,frame:in,1.7598e+12
368,frame:out,1.7598e+12
369,frame:in,1.7598e+12
369,frame:out,1.7598e+12
370,frame:in,1.7598e+12
370,frame:out,1.7598e+12
371,frame:in,1.7598e+12
371,frame:out,1.7598e+12
372,frame:in,1.7598e+12
372,frame:out,1.7598e+12
373,frame:in,1.7598e+12
373,frame:out,1.7598e+12
374,frame:in,1.7598e+12
374,frame:out,1.7598e+12
375,frame:in,1.7598e+12
375,frame:out,1.7598e+12
376,frame:in,1.7598e+12
376,frame:out,1.7598e+12
377,frame:in,1.7598e+12
377,frame:out,1.7598e+12
378,frame:in,1.7598e+12
378,frame:out,1.7598e+12
379,frame:in,1.7598e+12
379,frame:out,1.7598e+12
380,frame:in,1.7598e+12
380,frame:out,1.7598e+12
381,frame:in,1.7598e+12
381,frame:out,1.7598e+12
382,frame:in,1.7598e+12
382,frame:out,1.7598e+12
383,frame:in,1.7598e+12
383,frame:out,1.7598e+12
384,frame:in,1.7598e+12
384,frame:out,1.7598e+12
385,frame:in,1.7598e+12
385,frame:out,1.7598e+12
386,frame:in,1.7598e+12
386,frame:out,1.7598e+12
387,frame:in,1.7598e+12
387,frame:out,1.7598e+12
388,frame:in,1.7598e+12
388,frame:out,1.7598e+12
389,frame:in,1.7598e+12
389,frame:out,1.7598e+12
390,frame:in,1.7598e+12
390,frame:out,1.7598e+12
391,frame:in,1.7598e+12
391,frame:out,1.7598e+12
392,frame:in,1.7598e+12
392,frame:out,1.7598e+12
393,frame:in,1.7598e+12
393,frame:out,1.7598e+12
394,frame:in,1.7598e+12
394,frame:out,1.7598e+12
395,frame:in,1.7598e+12
395,frame:out,1.7598e+12
396,frame:in,1.7598e+12
396,frame:out,1.7598e+12
397,frame:in,1.7598e+12
397,frame:out,1.7598e+12
398,frame:in,1.7598e+12
398,frame:out,1.7598e+12
399,frame:in,1.7598e+12
399,frame:out,1.7598e+12
400,frame:in,1.7598e+12
400,frame:out,1.7598e+12
401,frame:in,1.7598e+12
401,frame:out,1.7598e+12
402,frame:in,1.7598e+12
402,frame:out,1.7598e+12
403,frame:in,1.7598e+12
403,frame:out,1.7598e+12
404,frame:in,1.7598e+12
404,frame:out,1.7598e+12
405,frame:in,1.7598e+12
405,frame:out,1.7598e+12
406,frame:in,1.7598e+12
406,frame:out,1.7598e+12
407,frame:in,1.7598e+12
407,frame:out,1.7598e+12
408,frame:in,1.7598e+12
408,frame:out,1.7598e+12
409,frame:in,1.7598e+12
409,frame:out,1.7598e+12
410,frame:in,1.7598e+12
410,frame:out,1.7598e+12
411,frame:in,1.7598e+12
411,frame:out,1.7598e+12
412,frame:in,1.7598e+12
412,frame:out,1.7598e+12
413,frame:in,1.7598e+12
413,frame:out,1.7598e+12
414,frame:in,1.7598e+12
414,frame:out,1.7598e+12
415,frame:in,1.7598e+12
415,frame:out,1.7598e+12
416,frame:in,1.7598e+12
416,frame:out,1.7598e+12
417,frame:in,1.7598e+12
417,frame:out,1.7598e+12
418,frame:in,1.7598e+12
418,frame:out,1.7598e+12
419,frame:in,1.7598e+12
419,frame:out,1.7598e+12
420,frame:in,1.7598e+12
420,frame:out,1.7598e+12
421,frame:in,1.7598e+12
421,frame:out,1.7598e+12
422,frame:in,1.7598e+12
422,frame:out,1.7598e+12
423,frame:in,1.7598e+12
423,frame:out,1.7598e+12
424,frame:in,1.7598e+12
424,frame:out,1.7598e+12
425,frame:in,1.7598e+12
425,frame:out,1.7598e+12
426,frame:in,1.7598e+12
426,frame:out,1.7598e+12
427,frame:in,1.7598e+12
427,frame:out,1.7598e+12
428,frame:in,1.7598e+12
428,frame:out,1.7598e+12
429,frame:in,1.7598e+12
429,frame:out,1.7598e+12
430,frame:in,1.7598e+12
430,frame:out,1.7598e+12
431,frame:in,1.7598e+12
431,frame:out,1.7598e+12
432,frame:in,1.7598e+12
432,frame:out,1.7598e+12
433,frame:in,1.7598e+12
